,name,summonerIds,accountIds,totalChampScores,Champ1,Champ1Points,Champ2,Champ2Points,Champ3,Champ3Points,rank
552,Paul Boaz,65132516,227319520,244,102,47818,54,44095,24,38582,PLATINUM
553,ÃŸaÃê,51502229,214270920,337,412,327014,236,162272,64,108666,PLATINUM
554,Wry,46702488,209637257,316,412,125945,432,88471,134,68993,PLATINUM
555,La bÃªte noir,31419159,45863790,130,222,115154,29,76308,21,48987,PLATINUM
556,WagnillaTheHun,45087863,203501550,224,223,538081,114,109295,254,70799,GOLD
557,TESSAlGA,83302755,236877033,87,92,243210,58,15105,114,12596,PLATINUM
558,Danke,69980825,230028646,436,64,164229,157,114929,412,68664,GOLD
559,RÃ¨van,73581592,232139782,280,238,256479,245,200651,157,164795,PLATINUM
560,DiamondDustt,76821392,233610043,226,99,250083,17,166797,203,159886,BRONZE
561,TamalAzezino,66171033,227873866,248,11,111728,202,109328,24,74240,SILVER
562,frostr10,71421171,230855853,218,64,49743,141,31395,203,30732,BRONZE
563,SeekerFuFu,76790920,41905240,123,122,632473,24,343653,106,63565,BRONZE
564,anand8594,73753267,232205595,215,202,222752,17,98724,5,88955,BRONZE
565,MyNameisG0blin,85141376,237700755,102,92,360579,86,99832,91,33337,BRONZE
566,xxPICKLERICKxx,22761536,36663266,173,84,472818,5,92273,141,57459,SILVER
567,Humble One,67243944,228582610,399,89,208875,202,191042,37,132776,BRONZE
568,kohnfucius,77679246,215055877,80,19,76609,102,74255,55,52214,BRONZE
569,doctorbishhh,72878797,231978288,131,29,109333,21,84490,23,68114,BRONZE
570,YeuHo,23194793,37208005,356,92,190744,107,155205,77,123607,DIAMOND
571,Fisher52,66049467,227803535,549,27,558848,412,383559,120,192388,PLATINUM
572,noobhyong,35730931,50302813,289,64,336006,79,138004,238,129206,PLATINUM
573,sharpter,29268802,43552461,404,42,157510,103,152924,412,135492,DIAMOND
574,BLACK JOHN CENA,28590554,35563966,356,245,107874,119,92908,11,85165,PLATINUM
575,Brentard,23635252,37772099,355,25,394831,63,138255,90,111150,DIAMOND
576,TurtleBox,31734938,46479804,403,55,78207,64,77183,92,70139,PLATINUM
577,WnR Greymon,24320762,38626537,250,67,45391,50,44986,81,37645,PLATINUM
578,Cirone,34172437,48527868,361,55,121784,10,100412,112,88692,PLATINUM
579,WÃ¢ffles,62259809,225734121,466,79,142401,64,85947,268,80212,PLATINUM
580,Just oi,31959636,46631022,271,64,187994,51,107835,150,88972,PLATINUM
581,Malixi,21276269,34602931,384,35,119788,82,96687,27,79662,PLATINUM
582,Brizz,39067128,202009370,261,63,200882,79,185447,114,158929,PLATINUM
583,pekingtin,43260461,203695619,293,238,516425,157,165375,268,114322,PLATINUM
584,Marcelo C,40308252,203397349,127,114,1010170,54,110485,40,60226,PLATINUM
585,AD rui,73139955,231621150,344,62,340768,24,122619,59,114762,PLATINUM
586,12BloodyWings,34672411,49139421,256,91,322077,90,113671,12,92947,GOLD
587,GreyVIII,25971131,40435403,431,202,211233,67,159323,81,75832,PLATINUM
588,Rest ln Peaches,50276154,212875569,433,267,275177,51,171202,40,161986,PLATINUM
589,anaÃ¬D,43935874,206765536,174,62,315658,131,203328,90,75799,PLATINUM
590,Ignit3,78259310,234204609,139,7,243272,13,158927,4,117082,GOLD
591,cream cheese,20503101,33497536,380,43,132963,143,111222,114,96129,PLATINUM
592,SirSpitfire,71871858,230931405,340,41,326010,120,143401,154,141067,GOLD
593,sexyrobots,73733045,232199542,88,75,63851,1,44015,11,33275,SILVER
594,FateXERO,24799528,39225468,241,126,127175,18,61264,222,55368,GOLD
595,C9 inch3s,25360844,39958638,384,103,104859,22,81863,412,78443,GOLD
596,Lord Vlad1m1R,28379424,42545360,374,157,96165,412,94275,67,68634,GOLD
597,EpicSword4532,56522858,218218758,336,55,94264,412,86929,157,85980,SILVER
598,SupaaFlye,20019131,32814254,237,245,107831,7,77487,22,65552,GOLD
599,Oppka,76353273,233493681,353,136,154777,29,85508,202,65611,GOLD
600,MTpalyDPS,68822514,229466508,192,64,37728,412,27575,13,19576,GOLD
601,Ganked by a Monk,84120897,237289096,134,64,83879,102,30996,20,27988,SILVER
602,Fataeto,83460162,236949920,166,16,103644,25,30248,99,23658,GOLD
603,wrecogniize,47005054,209950696,298,236,147290,51,140093,201,128816,SILVER
604,Gradti,35093403,49571423,240,266,427055,39,154731,72,72750,SILVER
605,Gigantic Wang,36742672,51232155,109,18,26886,7,21498,99,14810,GOLD
606,JacobbTwitch,84810439,237539707,117,58,56869,18,37522,157,37023,GOLD
607,Ultimatehalo97,72892514,231720220,330,37,62510,53,44803,25,39098,SILVER
608,C Woo,24911391,39386945,332,105,81577,81,64005,79,52018,GOLD
609,BLANC0 NIN0,21215919,34517510,187,113,46747,37,19730,497,16163,GOLD
610,CallMeMrHaVoC,35519552,50097014,436,122,55457,131,53887,157,53827,GOLD
611,CallMeMrBlunt,19762514,32472439,315,432,99039,157,60380,21,59104,SILVER
612,Lunasyn,62250644,225749402,238,40,614827,134,411472,117,375805,PLATINUM
613,Jae EI,83989478,237065953,165,99,166071,21,84318,267,55068,SILVER
614,Tzi,68600593,229259416,295,16,216519,37,205858,51,177445,PLATINUM
615,Jaystar14,76539520,233346161,168,32,339461,24,182544,86,169315,GOLD
616,LegendaryCola,58389601,219485942,450,112,207749,41,118562,150,99893,GOLD
617,flamezaber,31995275,46780813,305,497,128704,16,89688,51,59961,PLATINUM
618,ChingMoLai,65590459,227478363,250,238,134677,55,129138,412,111478,GOLD
619,Forbiddensou,32710763,47567543,259,222,143695,89,130541,201,77162,GOLD
620,ballrot,44659608,207332807,73,51,148679,86,107614,32,89694,GOLD
621,KairuNoAkame,72942957,231737558,412,202,240717,222,160394,432,136187,SILVER
622,QuadCola,40320853,203204575,245,79,89095,150,29195,60,29071,SILVER
623,SKT T1 Flame,56466880,218329212,305,236,62612,18,23584,105,20232,SILVER
624,NarDuu,28239097,42438965,341,67,69981,81,46845,53,29844,GOLD
625,Sensei Litoris,37247662,37339942,174,59,53753,254,23781,238,20669,SILVER
626,BronzeGyarados,71019490,230635803,145,103,90318,50,86287,5,81719,SILVER
627,NotASharpTool,88510205,239623296,132,67,73842,92,66998,498,17902,SILVER
628,A Flying ATM,49212940,212184101,259,53,218849,25,174162,157,113495,SILVER
629,SarFireBox,53806610,216593015,385,17,158339,412,149496,268,72574,SILVER
630,Redemption251,22193990,35825852,308,202,158396,14,89451,154,82993,SILVER
631,Fire From the Go,81039331,235292420,69,25,23319,59,16161,202,7333,GOLD
632,Frosted Pubes,22827999,36749269,461,157,146390,7,144080,62,112495,PLATINUM
633,Uncoated,237944,264780,543,420,139856,92,105864,103,92216,PLATINUM
